UUID,17_OpenEnd,17_A,17_A1,17_A2,17_A3,17_A4,17_A5,17_A6,17_A7,17_A8,17_A9,17_B,17_C,17_D
6f4d700a-d4fa-4e5c-b61d-e53bee646b0d,"The people of Afghanistan are in a bad economic situation and they are also in a bad security situation in some areas. The international community must first support the current government, otherwise the people will fail economically, so the people must be helped. ",1,,1,1,,,,,1,,,,
82bdc5c4-9030-42a4-b5cc-638b1d346193,Opponents should not be allowed to explode and the economy should not be crippled ,1,,1,1,,,,,,,,,
31793135-8bd1-498b-a5fe-4d5e015626f2,"Above all, safety of life and development work that is honest ",1,,1,1,,,,,,,,,
2e4b46d4-285b-49d0-aaf4-472b3c608b1b,Help rebuild the republic in Afghanistan and bring democracy. ,1,,1,,1,,,,,,,,
a8a50c92-3eaf-4698-bef2-b15900b6e4e3,Efforts to establish a stable government and help strengthen Afghanistan's economy and extract mines and oil wells for economic self-sufficiency Build large factories for job creation ,1,,1,,1,,,,,,,,
d9c24dc6-88e6-4b2c-a408-5fb2577897bc,"We Afghans are in a bad economic situation right now. If the international community really wants to help, they have to do global aid immediately and continue to do so forever, because we Afghans may live in poverty more than 94 percent, and money The stolen goods of Ashraf Ghani and others should be returned to the poor people of Afghanistan, and I have another request that the international community, in addition to international aid, create jobs for the people. They should form a comprehensive government in which Tajiks, Uzbeks, Turkmen, etc. are present.",1,,1,,1,,,,,,,,
e18eeca3-1d13-453d-82bd-e23dbb723e9f,"Educational support, the right to work and the right to participate in political and governmental affairs ",1,,1,,1,1,,,,,,,
c34f3fa8-7626-467e-afe1-8b34aaa2fec0,"This time, if the international community is to help the Afghan society, it must recruit new and clean people, and more must be done on agriculture. ",1,,1,,1,,,,,,,,
03859c5e-40be-43a3-8cd8-e9360f5ca147,"3) In the field of food. 3) Raw materials and medicines. 2) In the field of education, because the current education system is multiplied by zero and so-called boys' schools are open, when there is no education. The international community must monitor the education system. 3) The collection of taxes and duties should be transparent and monitored by the international community because at present it is not known where the taxes are going. We reiterate that Afghans must be involved in the food sector, otherwise there will be a catastrophe!",1,,1,,,1,,,,,,,
0d39d7c5-accb-495a-bc44-c2ce4a43262e,"The League of Nations must support the people, especially women, and increase humanitarian assistance in the field of education. ",1,,1,,,1,,,,,,,
26a8490e-0d74-4ef4-b805-df6036e2bd0c,"At present, economic support in various fields, including education ",1,,1,,,1,,,,,,,
a8c3e78f-117e-43f3-ba17-7c9a95cc7e24,Economic support If our economic situation is good then we can confidently continue our secondary and other ... education. I have raised the issue of education first and foremost because education is one of the basic building blocks of a country. ,1,,1,,,1,,,,,,,
db00da36-69c1-41a8-8e42-5ede08d306c2,In the field of education. ,1,,1,,,1,,,,,,,
eb2239aa-eaed-4aab-8240-23812ff945e5,Providing education and employment ,1,,1,,,1,,,,,,,
effe5993-6311-48b2-8f98-62677e3345aa,In economics and education ,1,,1,,,1,,,,,,,
f9b4ef40-0b02-4e98-8feb-5bedd5c7cea4,"Help them get a job, get an education, and make life easier for the people, and what is the Taliban doing? ",1,,1,,,1,,,,,,,
1736e634-07bd-47c1-aba9-9e9c1365f806,Freedom work ,1,,1,,,1,,,,,,,
34ac6041-34ef-4f12-af43-cf5c308f82d3,"Dietary Support Many Afghans do not have food to eat and support in the health sector Support for the basic rights of women, especially in the education of girls ",1,,1,,,1,,,,,,,
b5673585-f89d-4a48-8a58-35353c48d786,Economic support. Health and education ,1,,1,,,1,,,,1,,,
e55b372c-e8d4-405f-bc18-01186c5678f2,Favorable conditions for continuing education and work ,1,,1,,,1,,,,,,,
e89a928b-f861-479f-9b90-a1b50f3fbac7,"In the economic, educational and economic projects of the Minister of Construction ",1,,1,,,1,,,,,,,
373a9e08-99ea-449a-9c1a-3088a43fd475,The international community should only provide its humanitarian assistance to soften the agreement with the Islamic Emirate to help Afghans recognize what kind of government they want to recognize. ,1,,1,,,,,,1,,,,
728355c2-7bb1-4527-8768-2ef24c2745f8,"I want to say three things: first, that Afghanistan's money must be released. Second, the recognition of the Taliban. Third: more aid ",1,,1,,,,,,1,,,,
8aa70d69-52d4-4a19-8cdd-e86126db97c1,They must continue their assistance in Afghanistan and the countries of the world must recognize the Islamic Emirate ,1,,1,,,,,,1,,,,
9945e6b9-3f8c-47b0-9b66-a0466cc07873,"Financial, economic, recognition ",1,,1,,,,,,1,,,,
9eaa6b8b-2f4b-4682-a5b0-582016402e9a,"The first step is the need for the current government to be recognized by the international community. Second, the lifting of sanctions and humanitarian aid ",1,,1,,,,,,1,,,,
e5b0a261-a1d0-4fe4-9b0f-c19b0a894351,1. Continuation of assistance for the implementation of public utility infrastructure projects. 2 . Continuation of diplomatic relations with the current government for the establishment of the future national system of Afghanistan. 3. Strengthen expert government structures and national strategic plans.,1,,1,,,,,,1,,,,
b5912a7f-1a93-41e9-a3b9-761c5a0183c8,"Providing job opportunities for young people, Afghans who have been trafficked to European countries due to the recent unrest, demand annihilation ",1,,1,,,,,,,,,,
c09800f7-30d9-4a1b-afe2-f9224c9ae021,"For Afghans like us, the aid sent by the international community itself is not direct, not through the Taliban, because previous aid has not reached people in need like my family to pay the salaries of teachers and staff. ",1,,1,,,,,,,,,1,
0fe94fec-9144-4f9b-a4b1-f103214e5ad7,Economic and health ,1,,1,,,,,,,1,,,
12ebd5ef-b3b2-47e4-a53c-4feedc910010,Foods in every way need less to help internationally ,1,,1,,,,,,,,,,
1a461681-1f9d-4989-b978-300d3a9e9f00,Ending ISIS and economic cooperation with us ,1,,1,,,,,,,,,,
2b001f1e-402a-4a7e-a4f7-839de1672bb5,Economic support and renunciation of hypocrisy ,1,,1,,,,,,,1,,,
2b668d0d-b872-4a2e-a4c2-8ecb39877320,The international community must keep a close eye on Afghanistan and continue its assistance to help Afghanistan emerge from this crisis. ,1,,1,,,,,,,,,,
6e600003-1081-438d-ac19-90c58f571080,Global aid and taking the hand of strangers ,1,,1,,,,,,,1,,,
7146c0ac-3102-4cd0-a227-6d098ef1d457,"Economic aid for the people so that it reaches the people directly. As much as the international community has helped so far, much of this aid has gone to the Taliban, and many more have been squandered by the powerful and those close to the Taliban, or those with qualifications, which unfortunately is a small amount. They fell into the hands of strange and poor people. The international community may or may not be aware of this. ",1,,1,,,,,,,1,,,
8ed90187-8149-4fa5-a337-3adcc587633f,Creating first aid and professional cooperation for people through charities. ,1,,1,,,,,,,1,,,
90e34d17-1337-4155-96d5-af157cf6494a,"Financial support like money, food, medicine ",1,,1,,,,,,,1,,,
9354fdbe-c4fe-401b-8ce5-ed65448095b1,Lessons and work ,1,,1,,,,,,,,,,
abca53a1-c1f6-4837-afd7-bc676e440215,Economic and humanitarian assistance and the restoration of a global state ,1,,1,,,,,,,,,,
b4989376-c578-47cf-b84e-3b38a7a96153,"The international community must help the vulnerable Afghans and not leave the Afghan people alone and reach out to the Afghan people with humanitarian aid regardless of the current government, and how the Taliban will emerge and the Islamic Republic's government will be investigated. Get an impartial reference and tell everyone when and how the main cause of the fall of the republican system was done. ",1,,1,,,,,,,,,,
bc04f665-2030-4a96-b558-de33857dab88,Access to raw materials ,1,,1,,,,,,,,,,
d8a84e67-8d08-408a-9395-feea2a6cb566,The international community must consider the people of Afghanistan in order to save them from these problems of poverty and misery. The international community must monitor Afghanistan in all circumstances. ,1,,1,,,,,,,,,,
e6083782-a981-4863-a02e-fe85c438c854,Economic and reconstruction support. ,1,,1,,,,,,,,,,
e91f42af-5f05-4509-80d4-b29b999ff5e0,"Humanitarian cooperation, not politics to its goals ",1,,1,,,,,,,,,,
ece7b620-7935-4da3-9826-ab508dd58f48,Economic support is paramount for all Afghans. To continue supporting education in foreign countries ,1,,1,,,,,,,1,,,
ffe18c38-38ab-4187-b8c3-f886884102a5,Economic and health support ,1,,1,,,,,,,1,,,
3d0fed1e-4fad-4561-8b0d-3885496d476a,"The right to work for every educated person, like myself, I have a bachelor's degree, but I am unemployed ",1,,1,,,,,,,,,1,
a0c07fec-286a-4de3-b080-9659d87c18b7,I wish to study. I went to school for 12 years. At least we should not be fired. I am unemployed now. I have been for 3 years,1,,1,,,,,,,,,1,
9faf5f77-bf0f-4ee0-b70c-75db8f5c0637,Why is it better to use military force and pressure to support economic recovery in a war-torn country? ,1,,1,,,,,,,,,,1
1d7dd7e8-3a08-4b79-93fc-2b133075058e,Peace support is between the previous government and the current government ,1,,,1,1,,,,,,,,
c70ab863-e50c-411b-a9df-2b9afa505e83,"The best things are peace and the sharing of power and inclusiveness. The current situation in Afghanistan is the pressure exerted by the military to include the government, not a specific ethnic group. Of course, with respect to the Pashtun ethnic group, which calls itself the representative of the Pashtun ethnic group, There is a government, of course, I am a Tajik ",1,,,1,1,,,,,,,,
58451e91-861b-4ef2-a78a-320917b9aeec,"In relation to the security of peace, freedom, justice, independence ",1,,,1,,1,,,,,,,
b83f1356-7e35-4093-8f24-2807ab2ef1f1,Peace and freedom ,1,,,1,,1,,,,,,,
7c1ef13c-4dd3-4f0f-9ba7-2757e187dff7,"The international community must help the people of Afghanistan. The Taliban government sees the suffering of the people. Whatever decision they make, they must try to make sure that the people are not harmed. I go out because our motherland has no place for me anymore ",1,,,1,,1,,,,,,1,
1fa0bc73-8d42-44c7-a8a3-e76d698d5f18,The civil war resistance front and ISIS must be stopped first and then the system must be established and recognized. ,1,,,1,,,1,,1,,,,
b96b88ec-8d5c-4bc3-b874-5dc230999f8a,"The United Nations should pay attention to all its member states. The Ukraine war has caused all countries to turn their attention to Ukraine, so our people also have the support of other countries. ",1,,,1,,,,,,,,,1
744bf75b-73e4-408d-9d8e-f0510223a3b1,I call on the international community to provide me with a better and calmer life! ,1,,,1,,,,,,,,1,
01cc2265-0bed-4d6e-95ea-9698159e5e4a,All-inclusive government and all ethnic groups ,1,,,,1,,,,,,,,
ce31ca4d-3cc0-4648-80de-58619dc87974,"You can be a better government, and we, the people of the nation, must guide each other and work hard so that we can have a happy nation. ",1,,,,1,,,,,,,,
1ff9a697-3dfe-41ad-a78f-5f55940e506c,"If a republic had been established in the past, I would have accepted that there would have been corruption, but the rights of all were protected ",1,,,,1,1,,,,,,,
c3086dde-327f-4767-b962-1c518bb91126,May's call to the international community is to create an inclusive government that does not recognize the Taliban and to help the people find educated youth and give girls the right to education. ,1,,,,1,1,,,,,,,
b04faf3e-73d2-49d6-a64e-70784232dd4d,To convince the Taliban to form a coalition government and to help the previous government bring in troops and troops. And support for the protection of human rights ,1,,,,1,1,1,1,,,,,
7556f25f-87ba-4503-a7e7-10e9390e4a36,It seems that the international community should not recognize the Taliban government until a universal government is elected and the rights of men and women are equally declared. ,1,,,,1,1,,1,,,,,
29a99ffa-ccda-4942-a794-239145d267df,To overthrow the Taliban and establish an inclusive government and establish justice among all ethnic groups ,1,,,,1,,1,,,,,,
504edc8f-dfa6-4786-820f-ca9ef1b9ce8d,"First, it must coordinate with the previous ethnic, military, and political leaders, because they are all more familiar and more acceptable to the people and countries of the world, and they must be committed and promised not to use corruption and personal use again. Second, the front must Gather the resistance under a single leadership to get rid of the irregularities and elect Mr. Ramazan Bashardoost as the leader of the interim formation for the third time this year, because this year these people are the ones that the people are already talking about. ",1,,,,1,,,,,,,,
7e9c685e-3777-40db-b588-b4c057fd7697,A just and just government and the will of the people must make you king! ,1,,,,1,,,,,,,,
4fa681d6-cdc7-4c73-b5d9-57e08f45c53e,Educational support ,1,,,,,1,,,,,,,
856db433-08aa-47ed-abc1-315e64682f15,Economic empowerment ,1,,,,,1,,,,,,,
a63b43c9-e4b0-4dd0-99be-7a09402a43c4,Human rights must be the same for everyone ,1,,,,,1,,,,,,,
fdc5d3c5-a2a2-41d7-b04c-1844d1d7fa2d,The Taliban must be eliminated as soon as possible. When will the people vote? All Afghans should be partners. Women's rights should be given to educated youth. ,1,,,,,1,1,,,,,,
8f8a815a-6694-48da-9dbe-bb9ad1f29e09,Recognition of the current government Cooperation with the current government in the fight against opposition groups such as ISIS and the Resistance Front for the Liberation of Afghanistan's foreign exchange reserves Commitment of the current government to open girls' schools ,1,,,,,1,1,,1,,,,
a2cf98fc-6690-4604-962d-3869af7d4727,I have to support Afghans I am a woman I have been a prisoner since the day the Taliban came I have no freedom Please help Afghan women Free Afghanistan from Taliban rule America must come to Afghanistan again ,1,,,,,1,1,,,,,1,
1a1e35f2-99f7-4233-8f51-62781af70ea8,"Recognition of the current government as long as the Taliban respect women's rights and accommodate those who have worked sincerely in the previous government, whether they are abroad or in the country. ",1,,,,,1,,1,,,,,
241ad4b0-67db-4d9a-a1ca-9c193c662a2d,"The international community, as a supporter, must spare no assistance to Afghans. It must pressure the Taliban on women's education, and the right to freedom of dress. In any field. Women today are isolated. Girls who drop out of school will be handed over to illiterate mothers and illiterate children in the society in the future. Today, the problem of all of us is ignorance. It is ignorance, not Islam. ",1,,,,,1,,1,,,,,
cdf82f55-f81d-4675-9f79-2fd15c4a350b,Supporting the Shiite minority in Afghanistan because ,1,,,,,1,,,,,,,
5e1a31da-2590-45cf-a6d3-54322ef8cb53,Protecting the rights of UN Red Line women against the Taliban! Appoint a committee to investigate the Hazara massacre! ,1,,,,,1,,,,,,,
747dffe5-af97-49f1-a5df-847738dc1ee6,Education abroad ,1,,,,,1,,,,,,,
78fd3418-d57f-43c2-9c9d-25a94695ae1d,Lots of help for women and children ,1,,,,,1,,,,,,,
efa5e0a5-8e84-40e3-88be-178c604a5c2d,The international community must first ask the United States why it negotiated with the Taliban in Doha and handed over the government to them. Rights have been trampled underfoot. Human rights must be given in accordance with Islam and Afghan culture and the world must accept human rights in accordance with our religion and culture. ,1,,,,,1,,,,,,,1
b4c17544-8854-49ec-ba23-487d2561c8b9,"For Afghans like me, educational support that I do not think is available in my own country is just important for me personally ",1,,,,,1,,,,,,1,
2e184cdc-84c0-44d3-9a48-55e692ec8054,End of Taliban ,1,,,,,,1,,,,,,
d7a599fd-787f-45b2-a46f-99126e345dee,Return to the United States and defeat the Taliban ,1,,,,,,1,,,,,,
f03581c9-a4cb-4dc5-9115-40fab47b0445,"The United States must come to Afghanistan, then there is no other way ",1,,,,,,1,,,,,,
9219cd1e-45b5-4748-9667-6e685330362a,Back to the Ghani government ,1,,,,,,1,,,,,,
c73f6b3c-f5cb-41c0-b12e-ced58b6abbd0,"The international community must eliminate the tourist group that dominates Afghanistan, and this ignorant group must be eliminated. ",1,,,,,,1,,,,,,
1d8848f9-7cfc-478a-b9fd-5be8d7b3b23a,They should be talked to and the Taliban should call all Muslims their brothers. ,1,,,,,,,1,,,,,
acb84fd4-97da-4ed0-bd9b-26e2ac7fb7f4,"In the current situation, we ask the international community that if the Taliban does not accept universal government, the youth of the land should be considered to study abroad. ",1,,,,,,,1,,1,,,
0aa514d0-2c0a-4fca-bb32-9f64a813a442,Recognition ,1,,,,,,,,1,,,,
4c3409f4-d600-4129-8a61-070348454ac6,The international community must support the authority. It does not recognize the Taliban or it will be destroyed again in any way. ,1,,,,,,,,1,,,,
65c794e9-4d5b-4f93-8a4d-314062136bff,Rapid recognition of the international community is more beneficial to us ,1,,,,,,,,1,,,,
74164077-7548-40d8-bbec-a9151177c65f,"Support the international community of the Afghan people until the government of the Emirate is recognized, because the situation in Afghanistan is very difficult and difficult. The collapse of the previous government and the fate of the people ",1,,,,,,,,1,,,,
a55874d6-072b-4da9-be12-d7f20214025c,Afghanistan must be recognized ,1,,,,,,,,1,,,,
b64e123e-0990-4882-9337-e1f1a18fa3a3,Afghanistan must be recognized ,1,,,,,,,,1,,,,
ba03c248-cccf-4dd2-b4b4-c5311539db86,Recognition ,1,,,,,,,,1,,,,
df6e6470-e044-4731-b27e-078159344b6f,"For us, the support of the international community is that the Taliban must be recognized and the Afghan people must be helped in every way. ",1,,,,,,,,1,,,,
1273c7ff-b02c-44ea-9036-1b0dde155840,Do not recognize the Taliban and need help from Murom ,1,,,,,,,,,,,,
14c9d4b4-771f-4596-a370-4caecf207e2c,"Military aid must be provided to the resistance, and the international community must allow the Afghans themselves to destroy the Taliban, not the United States ",1,,,,,,,,,,,,
3ffa4090-1b96-4177-8eef-174b1f49c61a,The international community must not forget the Afghans under any circumstances. ,1,,,,,,,,,,,,
646fe08e-5824-4c43-bd42-c2673008f3a5,Provide immediate assistance to the people of Afghanistan from the international community ,1,,,,,,,,,,,,
7518c0f4-51c1-4f18-b624-87add0b76017,Afghans need international help ,1,,,,,,,,,,,,
868b69d3-465b-46ec-a876-ecb167b1c503,Respect for all Afghans within the framework of Islam and Afghanism ,1,,,,,,,,,,,,
9f13801a-a1eb-4b59-983f-ab0a01a2121d,"The international community must help and assist the people of Afghanistan, regardless of the current government ",1,,,,,,,,,,,,
c0cb582d-d21e-4445-b68c-57f69a3b27d4,"The international community should not recognize the Taliban and should give all human rights to all Afghans, especially women who are deprived of all their rights. ",1,,,,,,,,,,,,
cc316c83-cadd-4fc3-b888-f086e0bea2ca,Diplomatic intervention ,1,,,,,,,,,,,,
cc4306f3-70c4-4893-8767-3470c53ec027,Stand by the Afghan people to support the Afghans ,1,,,,,,,,,,,,
d0e3054f-05f2-4bce-b61d-a3980847265c,Believing and training ,1,,,,,,,,,,,,
a39dbf3b-580f-4ed2-a022-cdd57f03763a,"Please, please do not donate to WFP because they do not get the amount right. ",1,,,,,,,,,,,,
495f99f9-4397-45db-9f46-12d0745d226a,The door-to-door survey should start and people should be closely monitored to help the world and the international community and institutions help. The survey is needed. People are in a very bad situation. Thank you. ,1,,,,,,,,,,,1,
68208b36-aebe-4854-adcf-07ca1b2a6124,"Economic support for studying and, if possible, studying abroad without a passport. ",1,1,1,,,,,,,1,,,
445a1d78-0a18-4d5a-91c0-69e6924dca6e,Monetary and food support and labor support where people suffer a lot from unemployment ,1,,1,,,,,,,,,,
a985bab0-3c61-4d8b-8e8b-4fbc2532be08,"Financial and economic support, prevention of war in Afghanistan, elimination of groups, provision of food and non-food items to Afghans, provision of shelter ",1,,1,1,,,,,,,,,
dbb94731-2758-46f1-9ac3-6e6b9ebc00a0,Like putting political pressure on the current system. Preparing and strengthening the private sector for the most important business Preparing the ground for migration for the opaque ,1,,1,,,,,1,,,,,
809c4c36-f8d9-45ce-b907-232cc66b3eb7,"Using intelligence to help the government and the people to prevent another explosion and suicide in the country. We want more support in the field of human rights, especially in the field of education. ",1,,,1,,1,,,,,,,
d39b7548-7268-4ea0-881a-6795631136a4,"The international community must force the Taliban to accept an inclusive and legitimate government, as well as refrain from supporting any group fighting in Afghanistan. The Taliban must not be under political pressure to accept a national government. ",1,,,,1,,,,,,,,1
431dd6d5-1015-4235-8dbb-679d64bfbc17,"I just want my rights as a woman, and the international community must do something about the right to education and other women's rights to establish or not recognize the Taliban in terms of our rights. ",1,,,,,1,,1,,,,,
4379db41-4e64-43bb-8d1d-c88d436389ed,"Losing the Taliban is good enough, ",1,,,,,,1,,,,,,
8b1887d0-c385-4736-9a7d-3aac8312dd8f,"That you should urge Western countries, including the United States, to respect the territorial integrity of the Afghan people through their failed and warlike policies, not to interfere in Afghanistan's internal and external affairs, and also to control Pakistan to prevent terrorist activities. To take in their territory and continue not to support the terrorists. ",,,,,,,,,,,1,,
97249b48-855b-44d7-bd14-e48d96ff2437,Let us live our lives in peace. We want our curriculum to support us ,,,,,,,,,,,1,,
7e0a569e-e9b7-4968-ba01-41b1dcd17c57,Help ,,,,,,,,,,,,1,
989e0f3a-8c36-4dea-bc2f-18ff6d894afe,Help ,,,,,,,,,,,,1,
93af01d0-f6f8-418d-8267-31bc11207efe,Afghanistan recognizes and supports humanity ,,,,,,,,,,,,,
44bc26e1-4fe2-45e9-bea6-dabdfbd51cf4,"My view is that global support will always be with Afghanistan, because we can make better progress in life ",,,,,,,,,,,,,1
096b7f8c-8c04-4628-a54c-69bb126e3f2d,Islamic progress is the only way to bring peace ,,,,,,,,,,,,,1
38ebfec9-aa6e-409c-b770-b5fa83c713ac,People suffer a lot in recognition ,,,,,,,,,,,,,1
4d4783eb-7fb4-4686-bd0b-0aba9c51c7e0,Aids and toxicity ,,,,,,,,,,,,,1
